Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2004-10-28 00:00:00-04:00,0.33000001311302185,0.39320001006126404,0.32499998807907104,0.375,286200,0.0,0.0
2004-10-29 00:00:00-04:00,0.3799999952316284,0.3799999952316284,0.3125999867916107,0.3499999940395355,54000,0.0,0.0
2004-11-01 00:00:00-05:00,0.33500000834465027,0.36000001430511475,0.33000001311302185,0.36000001430511475,318000,0.0,0.0
2004-11-02 00:00:00-05:00,0.3725000023841858,0.41999998688697815,0.3400000035762787,0.3400000035762787,552700,0.0,0.0
2004-11-03 00:00:00-05:00,0.3400000035762787,0.3799999952316284,0.3400000035762787,0.36000001430511475,68500,0.0,0.0
2004-11-04 00:00:00-05:00,0.3799999952316284,0.41499999165534973,0.37450000643730164,0.4000000059604645,115000,0.0,0.0
2004-11-05 00:00:00-05:00,0.44999998807907104,0.44999998807907104,0.3790000081062317,0.38760000467300415,42300,0.0,0.0
2004-11-08 00:00:00-05:00,0.3919999897480011,0.4000000059604645,0.375,0.38440001010894775,92000,0.0,0.0
2004-11-09 00:00:00-05:00,0.38359999656677246,0.39500001072883606,0.37940001487731934,0.39500001072883606,61600,0.0,0.0
2004-11-10 00:00:00-05:00,0.4000000059604645,0.4099999964237213,0.3199999928474426,0.3499999940395355,1338800,0.0,0.0
2004-11-11 00:00:00-05:00,0.3400000035762787,0.4000000059604645,0.33500000834465027,0.3779999911785126,403500,0.0,0.0
2004-11-12 00:00:00-05:00,0.3400000035762787,0.4000000059604645,0.33000001311302185,0.36000001430511475,295600,0.0,0.0
2004-11-15 00:00:00-05:00,0.3400000035762787,0.3400000035762787,0.30000001192092896,0.30000001192092896,98300,0.0,0.0
2004-11-16 00:00:00-05:00,0.28999999165534973,0.33500000834465027,0.25,0.25,19100,0.0,0.0
2004-11-17 00:00:00-05:00,0.25,0.3149999976158142,0.25,0.31130000948905945,35700,0.0,0.0
2004-11-18 00:00:00-05:00,0.3034999966621399,0.3400000035762787,0.3034999966621399,0.3400000035762787,40000,0.0,0.0
2004-11-19 00:00:00-05:00,0.2800000011920929,0.3400000035762787,0.2800000011920929,0.33000001311302185,83000,0.0,0.0
2004-11-22 00:00:00-05:00,0.33000001311302185,0.349700003862381,0.30000001192092896,0.3199999928474426,144500,0.0,0.0
2004-11-23 00:00:00-05:00,0.30000001192092896,0.3799999952316284,0.30000001192092896,0.3799999952316284,343800,0.0,0.0
2004-11-24 00:00:00-05:00,0.3799999952316284,0.5199999809265137,0.33000001311302185,0.38999998569488525,571900,0.0,0.0
2004-11-26 00:00:00-05:00,0.4000000059604645,0.4699999988079071,0.3700000047683716,0.4099999964237213,195500,0.0,0.0
2004-11-29 00:00:00-05:00,0.4099999964237213,0.4699999988079071,0.4000000059604645,0.4300000071525574,96200,0.0,0.0
2004-11-30 00:00:00-05:00,0.4000000059604645,0.4000000059604645,0.3499999940395355,0.35249999165534973,205800,0.0,0.0
2004-12-01 00:00:00-05:00,0.3799999952316284,0.38499999046325684,0.3400000035762787,0.3799999952316284,181600,0.0,0.0
2004-12-02 00:00:00-05:00,0.3499999940395355,0.3799999952316284,0.33500000834465027,0.375,56500,0.0,0.0
2004-12-03 00:00:00-05:00,0.34599998593330383,0.36000001430511475,0.3400000035762787,0.36000001430511475,209500,0.0,0.0
2004-12-06 00:00:00-05:00,0.36000001430511475,0.36000001430511475,0.36000001430511475,0.36000001430511475,3300,0.0,0.0
